name,latitude,longitude,designation,states,description,activities,amenities
Lewis & Clark National Historic Trail,41.2646141052,-95.9245147705,National Historic Trail,"IA,ID,IL,IN,KS,KY,MO,MT,NE,ND,OH,OR,PA,SD,WA,WV","The Lewis and Clark National Historic Trail winds nearly 4,900 miles through the homelands of more than 60 Tribal nations. It follows the historic outbound and inbound routes of the Lewis and Clark Expedition of 1803-1806 from Pittsburgh, Pennsylvania to the Pacific Ocean. Follow the trail to find the people, places, and stories that make up the complex legacy of the expedition.","Auto and ATV, Scenic Driving, Biking, Boating, Fishing, Guided Tours, Hiking, Living History, Junior Ranger Program, Snowshoeing, Wildlife Watching, Museum Exhibits, Shopping, Bookstore and Park Store",ATM/Cash Machine
Lewis and Clark National Historical Park,46.21178735,-123.9638583,National Historical Park,"OR,WA",Explore the timeless rainforests and majestic coastal vistas. Discover the rich heritage of the native people. Unfold the dramatic stories of America's most famous explorers. The park encompasses sites along the Columbia River and the Pacific Coast. Follow in the footsteps of the explorers and have an adventure in history.,"Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Front-Country Hiking, Hunting and Gathering, Gathering and Foraging, Living History, Historic Weapons Demonstration, Paddling, Kayaking, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",Accessible Rooms
Lincoln Boyhood National Memorial,38.11817004,-86.99656861,National Memorial,IN,Abraham Lincoln grew from youth to manhood on this southern Indiana soil. Many character and moral traits of one of the world's most respected leaders was formed and nurtured here. Explore Lincoln's boyhood and learn about the boy who would one day become the leader of our nation.,"Arts and Culture, Cultural Demonstrations, Biking, Road Biking, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hiking, Front-Country Hiking, Living History, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",Benches/Seating
Lincoln Home National Historic Site,39.79715642,-89.64513397,National Historic Site,IL,"Abraham Lincoln believed in the ideal that everyone in America should have the opportunity to improve their economic and social condition. Lincoln’s life was the embodiment of that idea. We know him as the sixteenth president but he was also a spouse, parent, and neighbor who experienced the same hopes, dreams, and challenges of life that are still experienced by many people today.","Arts and Culture, Cultural Demonstrations, Guided Tours, Self-Guided Tours - Walking, Hands-On, Arts and Crafts, Living History, Reenactments, Historic Weapons Demonstration, First Person Interpretation, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Lincoln Memorial,38.88927229,-77.05017778,,DC,"""...as in the hearts of the people for whom he saved the Union, the memory of Abraham Lincoln is enshrined forever."" Beneath these words, the 16th president of the United States sits immortalized in marble as an enduring symbol of unity, strength, and wisdom.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Little Bighorn Battlefield National Monument,45.55633048,-107.4183614,National Monument,MT,"This land is a place to honor and reflect on the sacrifices made here on June 25 and 26, 1876, when Lakota, Cheyenne, and Arapaho warriors fought against a deliberate attack by the U.S. Army's 7th Cavalry, led by Lt. Col. George Custer, who sought to enforce policies that threatened their traditional way of life. How are the results of the battle felt in the West and Indigenous communities today?","Auto and ATV, Scenic Driving, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Junior Ranger Program, Museum Exhibits, Shopping, Bookstore and Park Store",
Little River Canyon National Preserve,34.41461863,-85.61734327,National Preserve,AL,"Little River is unique because it flows for most of its length atop Lookout Mountain in northeast Alabama. Forested uplands, waterfalls, canyon rims and bluffs, pools, boulders, and sandstone cliffs offer settings for a variety of recreational activities. Natural resources and cultural heritage come together to tell the story of the Preserve, a special place in the Southern Appalachians.","Auto and ATV, Scenic Driving, Biking, Mountain Biking, Road Biking, Climbing, Rock Climbing, Fishing, Freshwater Fishing, Fly Fishing, Food, Picnicking, Hiking, Backcountry Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Hunting and Gathering, Hunting, Paddling, Canoeing, Kayaking, Junior Ranger Program, Swimming, Freshwater Swimming, Wildlife Watching, Birdwatching, Shopping, Gift Shop and Souvenirs",
Little Rock Central High School National Historic Site,34.7369465,-92.29987899,National Historic Site,AR,"In 1957, Little Rock Central High School was the epicenter of confrontation and a catalyst for change as the fundamental test for the United States to enforce African American civil rights following Brown v. Board of Education. Learn how the sacrifice and struggle endured by the Little Rock Nine have provided opportunities and opened doors for those seeking education around the world.","Arts and Culture, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Park Film, Museum Exhibits",
Longfellow House Washington's Headquarters National Historic Site,42.37698854,-71.12636956,National Historic Site,MA,"Longfellow House-Washington's Headquarters National Historic Site preserves a remarkable Georgian house whose occupants shaped our nation. It was a site of colonial enslavement and community activism, George Washington’s first long-term headquarters of the American Revolution, and the place where Henry Wadsworth Longfellow wrote his canon of 19th-century American literature.","Arts and Culture, Live Music, Guided Tours, Hands-On, Arts and Crafts, Junior Ranger Program, Museum Exhibits, Shopping, Bookstore and Park Store",
Lowell National Historical Park,42.6455371,-71.31588673,National Historical Park,MA,"Lowell’s water-powered textile mills catapulted the nation – including immigrant families and early female factory workers – into an uncertain new industrial era. Nearly 200 years later, the changes that began here still reverberate in our shifting global economy. Explore Lowell, a living testament to the dynamic human story of the industrial revolution.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Boating, Boat Tour, Guided Tours, Self-Guided Tours - Walking, Boat Tour, Hands-On, Arts and Crafts, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Lower Delaware National Wild and Scenic River,40.4000389,-74.983737,National Wild and Scenic River,"PA,NJ","The Delaware River, the largest free-flowing river in the eastern United States, runs past forests, farmlands and villages. It also links some of the most densely populated regions in America. In 2000, the National Wild and Scenic River System incorporated key segments of the lower Delaware River to form this unit of the National Park System.","Auto and ATV, Scenic Driving, Boating, Camping, Fishing, Food, Picnicking, Hiking, Paddling, Junior Ranger Program",
Lower East Side Tenement Museum National Historic Site,40.7187683,-73.99001245,National Historic Site,NY,"The Tenement Museum tells the stories of working-class tenement residents, who moved to New York City from other countries and other parts of the country. Their work helped build the city and nation, and their stories help us understand our history. The museum shares these stories through guided tours of recreated tenement apartments, neighborhood walking tours, and virtual tours and programs.","Arts and Culture, Guided Tours, Living History, First Person Interpretation, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Lyndon B Johnson National Historical Park,30.2519655,-98.60692433,National Historical Park,TX,"Lyndon B. Johnson National Historical Park tells the story of our 36th president beginning with his ancestors until his final resting place on his beloved LBJ Ranch. This entire ""circle of life"" gives the visitor a unique perspective into one of America's most noteworthy citizens by providing the most complete picture of any American president.","Guided Tours, Self-Guided Tours - Auto, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Maggie L Walker National Historic Site,37.54781499,-77.43746979,National Historic Site,VA,"Maggie Lena Walker devoted her life to civil rights advancement, economic empowerment, and educational opportunities for Jim Crow-era African Americans and women. As a bank president, newspaper editor, and fraternal leader, Walker served as an inspiration of pride and progress. Today, Walker’s home is preserved as a tribute to her enduring legacy of vision, courage, and determination.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Shopping, Bookstore and Park Store",
Maine Acadian Culture,47.25102114,-68.59447532,,ME,"Maine Acadians share beliefs and experiences tying them to a common religion, languages, and history. The St. John River, land, and family are essential to their culture. The National Park Service supports the Maine Acadian Heritage Council, an association of historical societies, cultural clubs, towns, and museums that work together to support Maine Acadian culture in the St. John Valley.","Arts and Culture, Fishing, Food, Museum Exhibits",
Mammoth Cave National Park,37.19760458,-86.13090198,National Park,KY,"Rolling hills, deep river valleys, and the world's longest known cave system. Mammoth Cave National Park is home to thousands of years of human history and a rich diversity of plant and animal life, earning it the title of UNESCO World Heritage Site and International Biosphere Region.","Astronomy, Stargazing, Biking, Boating, Camping, Backcountry Camping, Canoe or Kayak Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, RV Camping, Caving, Fishing, Freshwater Fishing, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hands-On, Hiking, Backcountry Hiking, Front-Country Hiking, Horse Trekking, Horse Camping (see also camping), Horseback Riding, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Junior Ranger Program, Wildlife Watching, Park Film, Shopping, Bookstore and Park Store",
Manassas National Battlefield Park,38.81710063,-77.5353468,National Battlefield Park,VA,"On July 21, 1861, two armies clashed for the first time on the fields overlooking Bull Run. Heavy fighting swept away any notion of a quick war. In August 1862, Union and Confederate armies converged for a second time on the plains of Manassas. The Confederates won a solid victory bringing them to the height of their power.","Fishing, Guided Tours, Hiking, Horse Trekking, Horseback Riding, Living History, Junior Ranger Program, Park Film, Museum Exhibits",
Manhattan Project National Historical Park,35.88096,-106.30214,National Historical Park,"NM,WA,TN","The Manhattan Project is one of the most transformative events of the 20th century. It ushered in the nuclear age with the development of the world’s first atomic bombs. Most of this development took place in three secret communities located in Hanford, WA, Los Alamos, NM and Oak Ridge, TN. Today, you can visit these three sites that make up Manhattan Project National Historical Park.","Guided Tours, Junior Ranger Program, Park Film, Museum Exhibits",
Manzanar National Historic Site,36.72559195,-118.1547177,National Historic Site,CA,"In 1942, the United States government ordered more than 110,000 men, women, and children to leave their homes and detained them in remote, military-style camps. Manzanar War Relocation Center was one of ten camps where the US government incarcerated Japanese immigrants ineligible for citizenship and Japanese American citizens during World War II.","Biking, Road Biking, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Bus/Shuttle Guided Tour, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Marsh - Billings - Rockefeller National Historical Park,43.63348732,-72.53424638,National Historical Park,VT,"Walk through one of Vermont's most beautiful landscapes under the shade of the Mount Tom Forest, the oldest continuously managed scientific forest in the United States. This is a landscape of loss, recovery, and conservation. This is a story of stewardship, of people taking care of places - sharing an enduring connection to land and a sense of hope for the future.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Live Music, Food, Picnicking, Guided Tours, Hands-On, Citizen Science, Arts and Crafts, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Skiing, Cross-Country Skiing, Snow Play, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
"Martin Luther King, Jr. Memorial",38.8862276865,-77.0442195534,,DC,"Located in downtown Washington, DC, the memorial honors Martin Luther King, Jr.'s legacy and the struggle for freedom, equality, and justice. A prominent leader in the modern civil rights movement, Dr. King was a tireless advocate for racial equality, working class, and the oppressed around the world.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
"Martin Luther King, Jr. National Historical Park",33.75618241,-84.37256768,National Historical Park,GA,"Welcome to Martin Luther King, Jr. National Historical Park & Preservation District where a young boy grows up in a time of segregation. He was moved by destiny to lead the modern civil rights movement. This was Martin Luther King, Jr. Explore his roots, walk in his footsteps, visit the home of his birth, and where he played as a child. Hear his voice in the church where he changed the world.","Arts and Culture, Guided Tours, Junior Ranger Program, Museum Exhibits, Shopping, Bookstore and Park Store",
Martin Van Buren National Historic Site,42.36819596,-73.70834257,National Historic Site,NY,"Born in Kinderhook, New York, in 1782, Martin Van Buren was the first president born a US citizen. His life spanned the American Revolution to the Civil War and was shaped by the most important issues of the era: US expansionism and the removal of Indigenous people, states’ rights, and slavery. This historic landscape invites reflection on the many lives and legacies woven into its past.","Arts and Culture, Compass and GPS, Geocaching, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store",
Mary McLeod Bethune Council House National Historic Site,38.90819107,-77.03096742,National Historic Site,DC,"Mary McLeod Bethune achieved her greatest recognition at the Washington, DC townhouse that is now this National Historic Site. The Council House was the first headquarters of the National Council of Negro Women (NCNW) and was Bethune’s last home in Washington, DC. From here, Bethune and the NCNW spearheaded strategies and developed programs that advanced the interests of African American women.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Medgar and Myrlie Evers Home National Monument,32.34096274,-90.21264553,National Monument,MS,"Medgar and Myrlie Evers were partners in the civil rights struggle. The assassination of Medgar Evers in the carport of their home on June 12, 1963, was the first murder of a nationally significant leader of the American Civil Rights Movement, and it became a catalyst for passage of the Civil Rights Act of 1964. Myrlie Evers continues to promote issues of racial equality and social justice.",,
Mesa Verde National Park,37.23908345,-108.4624032,National Park,CO,"For over 700 years, the Ancestral Pueblo people built thriving communities on the mesas and in the cliffs of Mesa Verde. Today, the park protects the rich cultural heritage of 27 Pueblos and Tribes and offers visitors a spectacular window into the past. This World Heritage Site and International Dark Sky Park is home to over a thousand species, including several that live nowhere else on earth.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Camping, Food, Guided Tours, Hiking, Junior Ranger Program, Skiing, Cross-Country Skiing, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Mill Springs Battlefield National Monument,37.0688158602,-84.7375361304,National Monument,KY,The US won a significant victory early in the Civil War at the Battle of Mill Springs. Explore the rolling fields of Kentucky where the battle took place and learn about that state's strategic importance to both sides of the fight.,"Guided Tours, Self-Guided Tours - Auto, Junior Ranger Program, Park Film, Museum Exhibits",
Minidoka National Historic Site,42.678,-114.2465,National Historic Site,"ID,WA","During World War II, over 120,000 people of Japanese ancestry were forcibly removed from their homes and incarcerated without due process of law. Although little remains of the barbed-wire fences and tar-papered barracks, the Minidoka concentration camp once held over 13,000 Japanese Americans in the Idaho desert. Minidoka preserves their legacy and teaches the importance of civil liberties.","Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Museum Exhibits",
Minute Man National Historical Park,42.4562778,-71.30738884,National Historical Park,MA,"At Minute Man National Historical Park the opening battle of the Revolution is brought to life as visitors explore the battlefields and structures associated with April 19, 1775, and witness the American revolutionary spirit through the writings of the Concord authors.","Guided Tours, Hiking, Front-Country Hiking, Living History, Historic Weapons Demonstration, Junior Ranger Program, Shopping, Bookstore and Park Store",
Minuteman Missile National Historic Site,43.89558013,-102.0272131,National Historic Site,SD,"During the Cold War, a vast arsenal of nuclear missiles were placed in the Great Plains. Hidden in plain sight, for thirty years 1,000 missiles were kept on constant alert; hundreds remain today. The Minuteman Missile remains an iconic weapon in the American nuclear arsenal. It holds the power to destroy civilization, but is meant as a nuclear deterrent to maintain peace and prevent war.","Guided Tours, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Mississippi National River & Recreation Area,44.942487,-93.098712,National River & Recreation Area,MN,"In the middle of a bustling urban setting, this 72 mile river park offers quiet stretches for fishing, boating and canoeing, birdwatching, bicycling, and hiking. And there are plenty of visitor centers and trails that highlight the fascinating human history of the Mississippi River. This a great place to start your exploration of this important river.","Biking, Mountain Biking, Road Biking, Boating, Compass and GPS, Geocaching, Fishing, Freshwater Fishing, Hiking, Front-Country Hiking, Hunting and Gathering, Hunting, Living History, Reenactments, Historic Weapons Demonstration, First Person Interpretation, Paddling, Canoeing, Kayaking, Junior Ranger Program, Skiing, Cross-Country Skiing, Snow Play, Wildlife Watching, Birdwatching, Museum Exhibits",
Missouri National Recreational River,42.7882189,-97.59077822,National Recreational River,"SD,NE","Imagine a 100-mile stretch of North America's longest river, a vestige of the untamed American West. The Missouri National Recreational River is where imagination meets reality. Two free flowing stretches of the Missouri make up the National Park. Relive the past by exploring the wild, untamed and mighty river that continues to flow as nature intended.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Boating, Camping, Canoe or Kayak Camping, Car or Front Country Camping, Group Camping, RV Camping, Fishing, Freshwater Fishing, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Hands-On, Citizen Science, Hiking, Front-Country Hiking, Hunting and Gathering, Hunting, Living History, Paddling, Canoeing, Canoe or Kayak Camping, Kayaking, Junior Ranger Program, Playground, Skiing, Cross-Country Skiing, Swimming, Pool Swimming, Freshwater Swimming, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Mojave National Preserve,35.12485941,-115.5168258,National Preserve,CA,"Mojave preserves a diverse mosaic of ecological habitats and a 10,000 year history of human connection with the desert. Offering extensive opportunities to experience desert landscapes, the preserve promotes understanding and appreciation for the increasingly threatened resources of the Mojave Desert. This remote preserve encourages a sense of discovery and a connection to wild places.","Auto and ATV, Auto Off-Roading, Scenic Driving, Astronomy, Stargazing, Biking, Mountain Biking, Road Biking, Camping, Backcountry Camping, Car or Front Country Camping, Horse Camping (see also Horse/Stock Use), Group Camping, RV Camping, Food, Picnicking, Hiking, Backcountry Hiking, Front-Country Hiking, Off-Trail Permitted Hiking, Horse Trekking, Horse Camping (see also camping), Horseback Riding, Hunting and Gathering, Hunting, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Monocacy National Battlefield,39.36084236,-77.39637677,National Battlefield,MD,"During the summer of 1864, the Confederacy carried out a bold plan to turn the tide of the Civil War in their favor. They planned to capture Washington, DC and influence the election of 1864. On July 9, however, Federal soldiers outnumbered three to one, fought gallantly along the banks of the Monocacy River in an effort to buy time for Union reinforcement to arrive in Washington, DC.","Auto and ATV, Scenic Driving, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Front-Country Hiking, Living History, Historic Weapons Demonstration, First Person Interpretation, Paddling, Canoeing, Kayaking, Junior Ranger Program, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Montezuma Castle National Monument,34.62237771,-111.8147857,National Monument,AZ,"Established December 8, 1906, Montezuma Castle is the third National Monument dedicated to preserving Native American culture. This 20 room high-rise apartment, nestled into a towering limestone cliff, tells a story of ingenuity, survival and ultimately, prosperity in an unforgiving desert landscape.","Arts and Culture, Cultural Demonstrations, Astronomy, Camping, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store",
Moores Creek National Battlefield,34.45820776,-78.11031134,National Battlefield,NC,"In the early morning hours of February 27, 1776, Loyalist forces charged across a partially dismantled Moores Creek Bridge. Beyond the bridge, nearly 1,000 North Carolina Patriots waited quietly with cannons and muskets poised to fire. This battle marked the last broadsword charge by Scottish Highlanders and the first significant victory for the Patriots in the American Revolution.","Arts and Culture, Craft Demonstrations, Cultural Demonstrations, Fishing, Guided Tours, Living History, Historic Weapons Demonstration, Paddling, Canoeing, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Mormon Pioneer National Historic Trail,41.2650321741,-101.84083756,National Historic Trail,"IL,IA,NE,UT,WY","Explore the Mormon Pioneer National Historic Trail across five states to see the 1,300-mile route traveled by Mormons who fled Nauvoo, Illinois, to the Great Salt Lake Valley in 1846-1847.","Auto and ATV, Scenic Driving, Guided Tours, Self-Guided Tours - Auto, Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Museum Exhibits",
Morristown National Historical Park,40.7650755,-74.53455122,National Historical Park,NJ,"Morristown National Historical Park commemorates the sites of General Washington and the Continental Army’s winter encampment from December 1779 to June 1780, where soldiers survived the coldest winter on record. The park also maintains a museum and library collection related to the encampments and to George Washington, as well as items from both pre- and post-Revolutionary America.","Arts and Culture, Biking, Guided Tours, Self-Guided Tours - Walking, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Living History, Reenactments, Historic Weapons Demonstration, First Person Interpretation, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Mount Rainier National Park,46.86075416,-121.7043885,National Park,WA,"Ascending to 14,410 feet above sea level, Mount Rainier stands as an icon in the Washington landscape. An active volcano, Mount Rainier is the most glaciated peak in the contiguous U.S.A., spawning five major rivers. Subalpine wildflower meadows ring the icy volcano while ancient forest cloaks Mount Rainier’s lower slopes. Wildlife abounds in the park’s ecosystems. A lifetime of discovery awaits.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Camping, Backcountry Camping, Car or Front Country Camping, Group Camping, Climbing, Mountain Climbing, Fishing, Freshwater Fishing, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hands-On, Citizen Science, Hiking, Backcountry Hiking, Front-Country Hiking, Living History, Junior Ranger Program, Skiing, Snow Play, Snowmobiling, Snowshoeing, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store",
Mount Rushmore National Memorial,43.88037021,-103.4525186,National Memorial,SD,"Majestic figures of George Washington, Thomas Jefferson, Theodore Roosevelt and Abraham Lincoln, surrounded by the beauty of the Black Hills of South Dakota, tell the story of the birth, growth, development and preservation of this country. From the history of the first inhabitants to the diversity of America today, Mount Rushmore brings visitors face to face with the rich heritage we all share.","Food, Dining, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Muir Woods National Monument,37.89658027,-122.5808047,National Monument,CA,"Walk among old growth coast redwoods, cooling their roots in the fresh water of Redwood Creek and lifting their crowns to reach the sun and fog. Federally protected as a National Monument since 1908, this primeval forest is both refuge and laboratory, revealing our relationship with the living landscape. What will you discover in Muir Woods?","Food, Dining, Guided Tours, Hiking, Junior Ranger Program, Wildlife Watching, Birdwatching, Shopping, Bookstore and Park Store",
Natchez National Historical Park,31.54697621,-91.39040665,National Historical Park,MS,"Discover the history of all the peoples of Natchez, Mississippi, from European settlement, African enslavement, the American cotton economy, to the Civil Rights struggle on the lower Mississippi River.","Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Natchez Trace National Scenic Trail,34.330290333,-88.7100104094,National Scenic Trail,"AL,MS,TN","The Natchez Trace National Scenic Trail is five sections of hiking trail running roughly parallel to the 444-mile long Natchez Trace Parkway scenic motor road. The foot trails total more than 60 miles and offer opportunities to explore wetlands, swamps, hardwood forest, and the history of the area. For What's Open What's Close visit www.nps.gov/natr/planyourvisit/what-is-open-what-is-closed.htm","Hiking, Horse Trekking, Horseback Riding",
Natchez Trace Parkway,33.78002293,-89.03092439,Parkway,"AL,MS,TN","The Natchez Trace Parkway is a 444-mile recreational road and scenic drive through three states. It roughly follows the ""Old Natchez Trace,"" a historic travel corridor used by American Indians, ""Kaintucks,"" European settlers, slave traders, soldiers, and future presidents. Today, people can enjoy a scenic drive as well as hiking, biking, horseback riding, and camping along the Parkway.","Auto and ATV, Scenic Driving, Astronomy, Stargazing, Biking, Road Biking, Camping, Car or Front Country Camping, RV Camping, Compass and GPS, Geocaching, Fishing, Freshwater Fishing, Food, Picnicking, Guided Tours, Self-Guided Tours - Walking, Self-Guided Tours - Auto, Hiking, Front-Country Hiking, Horse Trekking, Horseback Riding, Junior Ranger Program, Wildlife Watching, Birdwatching, Park Film, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
National Capital Parks-East,38.8659,-76.994,,DC,"Welcome to National Capital Parks — East. We invite you to journey to the parks east of the Capital of Washington, D.C. National Capital Parks — East consists of 14 park sites, parkways and statuary covering more than 8,000 acres of historic, cultural, and recreational parklands from Capitol Hill to the nearby Maryland suburbs.",Biking,
National Mall and Memorial Parks,38.8899,-77.026,,DC,"This is where the nation comes to remember and where history is made. As “America’s Front Yard,” the National Mall and Memorial Parks is home to many of our country’s most iconic memorials telling the story of people and events that shaped us as a nation. Each year, millions of people come to recreate, commemorate presidential legacies, honor our veterans, and make their voices heard.","Arts and Culture, Cultural Demonstrations, Live Music, Biking, Road Biking, Boating, Fishing, Golf, Mini-Golf, Guided Tours, Self-Guided Tours - Walking, Junior Ranger Program, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
National Park of American Samoa,-14.22865935,-169.8503777,,AS,"The National Park of American Samoa invites you to discover the vibrant culture and stunning landscapes of the South Pacific. Experience a world unlike any other, where natural beauty and cultural heritage are protected for future generations. Join us in exploring these islands of sacred earth!","Arts and Culture, Live Music, Hands-On, Volunteer Vacation, Hiking, Backcountry Hiking, Front-Country Hiking, Off-Trail Permitted Hiking, Living History, Historic Weapons Demonstration, First Person Interpretation, SCUBA Diving, Snorkeling, Swimming, Saltwater Swimming, Wildlife Watching, Birdwatching, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
National Parks of New York Harbor,40.6632,-74.0451,,NY,"These 12 sites preserve more than 400 years of American history! We invite you to explore the past and investigate its relevance in our lives today. From the birth of American democracy to the evolution of commerce, harbor defense, ecology and immigration, the breadth of themes commemorated through the National Parks of New York Harbor reflect the richness and diversity of our heritage.","Arts and Culture, Cultural Demonstrations, Live Music, Theater, Astronomy, Stargazing, Biking, Road Biking, Boating, Boat Tour, Camping, Fishing, Saltwater Fishing, Food, Dining, Picnicking, Guided Tours, Self-Guided Tours - Walking, Boat Tour, Hands-On, Citizen Science, Arts and Crafts, Hiking, Living History, Paddling, Kayaking, Junior Ranger Program, Surfing, Swimming, Saltwater Swimming, Wildlife Watching, Birdwatching, Park Film, Museum Exhibits, Shopping, Bookstore and Park Store, Gift Shop and Souvenirs",
Natural Bridges National Monument,37.6045329,-110.0022436,National Monument,UT,"Three majestic natural bridges invite you to ponder the power of water in a landscape usually defined by its absence. View them from an overlook, or hit the trails and experience their grandeur from below. Declared a National Monument in 1908, the bridges are named ""Kachina,"" ""Owachomo"" and ""Sipapu"" in honor of the Ancestral Puebloans who once made this place their home.","Astronomy, Stargazing, Camping, Hiking, Junior Ranger Program, Park Film, Shopping, Bookstore and Park Store",
Navajo National Monument,36.71755643,-110.5504015,National Monument,AZ,"For centuries, the Hopi, San Juan Southern Paiute, Zuni, and Navajo people have inhabited the canyons. Springs fed into farmlands on the canyon floor and homes were built in the natural sandstone alcoves. The cliff dwellings of Betatakin, Keet Seel, and Inscription House were last physically occupied around 1300 AD but the villages have a spiritual presence that can still be felt today.","Arts and Culture, Cultural Demonstrations, Astronomy, Stargazing, Camping, Guided Tours, Self-Guided Tours - Walking, Hiking, Backcountry Hiking, Front-Country Hiking, Junior Ranger Program, Shopping, Bookstore and Park Store",
New Bedford Whaling National Historical Park,41.63540552,-70.92322321,National Historical Park,MA,"""The town itself is perhaps the dearest place to live in, in all New England..nowhere in all America will you find more patrician-like houses, parks and gardens more opulent, than in New Bedford…all these brave houses and flowery gardens came from the Atlantic, Pacific, and Indian oceans. One and all, they were harpooned and dragged up hither from the bottom of the sea."" H. Melville, ""Moby-Dick""","Junior Ranger Program, Shopping, Bookstore and Park Store",
New England National Scenic Trail,42.2915819137,-72.5242767334,National Scenic Trail,"MA,CT","From the Sound to the summits: the New England Trail covers 235 miles from Long Island Sound across long ridges to scenic mountain summits in Connecticut and Massachusetts. The trail offers panoramic vistas and close-ups of New England’s natural and cultural landscape: traprock ridges, historic village centers, farmlands, unfragmented forests, quiet streams, steep river valleys and waterfalls.","Camping, Backcountry Camping, Food, Dining, Hiking, Backcountry Hiking, Front-Country Hiking, Snowshoeing",
